age,gender,height,current_weight,target_weight,activity_level,sports_days,sleep_hours,Avg_Caloric_Intake,water_intake,night_eating,stress_level,commitment,motivation,success
58,0,182,130,119,2,3,7.4,3571,2.4,1,6,5,1,0
23,0,192,136,119,3,1,6.8,3666,1.8,0,6,2,10,0
42,0,183,140,128,2,3,8.4,3698,2.1,0,5,1,1,0
30,1,156,100,88,3,1,6.9,2952,3.8,1,4,2,6,0
51,1,170,98,85,4,4,6.8,2636,4.3,0,9,6,4,0
25,1,187,132,121,1,1,8.3,2710,3.5,1,4,2,10,1
38,1,193,129,116,2,3,8.1,3092,4.2,1,1,6,6,1
51,0,169,101,86,3,1,7.3,3191,2.5,1,8,8,9,1
21,1,188,95,89,2,3,6.7,2545,4.0,0,8,8,10,1
42,0,189,89,67,2,1,7.2,2538,2.5,0,3,6,5,0
32,1,159,66,59,1,1,5.1,1561,4.2,0,9,5,8,1
21,0,188,147,125,3,1,8.5,4012,3.9,0,7,4,2,0
62,0,167,76,56,4,5,7.5,2542,4.5,1,7,6,8,1
29,0,178,82,70,3,2,6.5,2468,4.0,0,5,5,8,0
49,0,176,94,82,2,3,6.8,2644,2.7,1,3,10,2,0
49,0,181,115,105,1,1,5.5,2765,1.8,1,10,4,7,0
45,1,184,140,134,4,5,8.2,3713,4.1,1,5,6,8,1
30,0,172,109,89,1,0,6.7,2568,3.2,1,3,9,7,1
48,1,190,107,94,1,0,7.1,2706,4.1,0,3,9,6,1
31,1,187,143,120,2,3,7.9,3509,2.7,1,1,8,3,0
37,0,186,89,70,4,4,7.4,3077,1.6,1,4,10,3,1
35,1,173,125,119,1,0,5.5,2806,1.7,0,9,1,8,0
46,1,156,63,44,4,6,7.9,2223,3.5,1,6,9,4,1
23,1,174,115,100,4,4,6.9,3591,1.8,0,6,5,10,1
49,0,190,93,69,4,6,8.0,2858,3.7,1,6,3,8,1
46,0,162,107,91,1,0,7.7,3035,2.8,0,5,8,10,1
60,0,194,101,82,1,1,6.8,2517,3.2,0,2,8,6,1
19,0,187,90,70,3,2,6.9,2609,3.9,1,5,9,3,0
40,1,183,134,124,4,6,7.4,3976,2.3,0,10,2,10,1
36,1,182,88,81,1,1,8.3,2044,2.7,1,3,10,2,1
48,1,178,122,112,1,1,7.0,3100,3.7,1,10,4,1,0
22,1,183,127,120,2,1,8.2,3618,4.3,0,2,10,4,1
36,1,171,103,86,3,1,7.9,2855,2.4,0,4,2,8,0
51,1,188,112,96,4,6,5.9,3301,3.4,0,10,6,4,1
27,0,182,135,123,1,1,5.7,2934,4.4,0,9,1,8,0
42,1,185,137,131,1,0,8.3,3387,3.4,0,7,10,8,1
19,1,186,112,101,3,3,6.5,2859,4.2,1,10,3,1,0
28,1,158,72,51,3,2,5.8,2185,4.3,1,9,2,6,0
48,0,157,73,62,4,5,8.2,2403,4.3,0,3,7,10,1
32,1,187,100,95,1,0,7.5,2192,3.8,0,2,8,8,1
26,1,165,93,85,3,1,6.8,2694,3.2,1,9,2,8,0
40,0,178,126,107,1,1,7.7,2861,1.8,1,6,9,1,0
36,1,172,113,105,3,1,6.0,2958,2.2,0,10,1,8,0
26,0,155,93,77,1,0,8.2,2358,2.3,1,4,2,9,0
52,0,156,80,60,3,2,6.7,2507,1.6,0,4,3,6,0
38,1,188,107,85,1,1,5.5,2218,1.8,0,10,2,7,0
26,1,179,121,103,3,3,6.3,3306,2.4,1,10,1,6,0
45,0,175,119,101,3,2,8.4,3406,1.8,1,6,8,5,1
63,1,192,136,121,4,6,8.0,3734,2.0,1,7,1,1,0
24,1,161,66,46,1,1,5.4,1681,1.7,0,10,5,2,0
33,0,165,95,76,2,2,7.8,2422,2.7,1,5,6,10,0
33,0,185,106,96,3,2,7.0,2962,4.0,0,8,7,2,0
50,1,186,98,81,1,0,7.0,2504,3.9,1,10,3,9,0
21,0,171,107,86,2,1,7.0,2596,4.2,0,1,7,6,1
21,1,193,110,102,4,4,7.6,3475,3.7,0,1,8,3,1
56,1,192,150,134,4,5,7.1,4309,2.2,0,4,10,3,1
57,1,155,72,50,2,3,5.6,1808,3.6,1,8,3,10,1
34,1,161,90,78,4,5,6.2,3423,3.8,1,8,5,10,0
54,0,187,137,121,4,5,7.7,4072,3.1,0,6,1,2,0
56,1,168,90,82,1,0,6.9,2151,3.9,1,5,9,7,1
46,0,158,98,86,3,2,6.0,3020,1.7,1,10,8,1,0
53,1,186,129,123,1,1,5.7,3149,3.3,0,10,3,1,0
55,1,173,121,113,3,2,7.5,3533,2.9,1,2,4,10,0
56,0,174,93,77,2,2,8.2,2520,3.9,1,5,1,3,0
54,1,162,70,56,3,1,7.0,2427,1.9,0,5,1,1,0
52,0,181,106,87,1,1,7.9,2577,2.1,1,2,6,3,0
24,0,177,120,107,1,0,5.7,2633,3.2,0,8,6,9,1
44,1,163,87,74,4,6,6.4,2688,4.3,1,10,9,7,1
45,1,168,83,72,2,2,6.8,2370,1.7,1,5,5,9,0
39,1,178,81,75,1,0,7.7,1943,3.7,1,5,3,7,1
31,1,191,111,100,3,2,7.9,3179,2.1,1,1,6,9,1
24,0,191,136,123,1,1,8.2,3238,1.8,0,1,8,3,0
54,1,166,76,54,1,1,7.1,1891,2.7,0,1,7,7,1
39,1,184,104,88,1,0,5.7,2563,3.2,1,8,10,6,0
22,1,186,87,76,4,6,7.2,2914,4.0,1,10,3,2,0
19,1,187,130,107,4,5,7.1,3750,3.4,1,2,1,6,0
44,1,177,126,106,3,3,7.0,3948,3.0,1,8,4,3,0
38,0,155,83,71,4,4,6.8,2639,2.4,1,6,6,2,0
55,1,185,87,64,3,1,7.6,2438,2.4,0,5,4,5,0
32,0,159,72,62,4,5,6.5,2289,3.8,1,6,5,5,0
38,1,159,82,76,4,6,7.9,2919,1.8,1,4,10,2,1
27,1,179,112,106,2,2,7.4,2811,1.9,1,3,7,3,0
40,1,194,126,114,3,3,7.2,3521,3.7,0,4,5,8,1
56,0,164,110,96,4,5,7.2,3606,4.4,0,9,5,5,1
22,1,180,133,118,1,0,6.0,3209,1.9,0,8,2,8,0
18,0,167,74,50,1,0,6.2,1925,3.3,0,8,1,10,0
30,0,190,99,75,4,4,7.8,3369,2.2,1,1,4,4,0
38,1,178,99,92,3,3,8.1,3006,1.6,0,5,10,4,1
43,0,163,85,65,4,4,8.1,2413,4.0,0,6,8,6,1
62,1,165,95,88,3,3,6.8,2888,3.0,1,9,3,10,0
38,1,172,113,101,4,4,6.2,3564,1.6,0,10,6,5,0
35,0,159,69,46,2,1,6.5,2085,4.2,1,10,10,5,0
54,1,158,96,80,3,2,8.1,2809,3.1,0,6,2,9,1
62,1,182,117,95,4,4,8.1,3886,3.7,0,1,9,6,1
49,0,171,122,105,2,2,8.0,3281,2.8,0,1,9,3,1
53,0,184,122,107,2,3,7.3,3240,2.1,1,7,4,4,0
34,0,159,94,77,3,2,7.1,2571,2.9,0,3,8,9,1
52,0,179,91,84,4,5,6.9,2720,2.4,1,7,2,6,0
28,0,172,113,103,2,2,7.0,3032,2.4,0,5,10,8,1
38,0,157,65,58,2,1,6.6,1953,3.4,0,1,2,7,0
43,1,176,113,108,1,0,6.3,2625,1.8,1,8,6,1,0
21,0,158,65,47,1,0,5.6,1685,2.7,0,9,2,1,0
51,0,188,95,71,1,0,7.9,2130,3.1,0,6,1,10,1
35,1,180,87,76,3,1,7.3,2742,3.6,1,2,10,7,1
57,1,177,81,68,1,0,5.7,1972,3.4,1,9,2,2,0
52,0,160,78,73,4,4,8.2,2402,4.2,0,2,2,9,1
58,0,166,116,102,2,2,6.8,3254,4.5,1,6,5,10,1
46,1,174,94,77,1,1,6.1,2086,4.3,1,10,6,9,1
46,0,180,123,107,4,4,6.7,3372,3.8,1,4,3,2,0
55,0,162,71,63,4,4,7.2,2234,3.6,0,6,8,9,1
59,1,155,78,67,1,0,7.8,1916,1.6,0,4,2,9,1
38,0,168,80,66,3,3,7.2,2756,3.1,1,3,10,10,1
59,1,174,85,74,4,4,5.7,2903,3.5,0,8,3,6,0
30,0,162,70,51,3,1,7.1,2068,2.7,0,5,4,5,0
58,1,174,98,75,3,1,8.3,2592,2.7,1,1,5,10,0
34,1,168,74,63,3,3,5.1,2214,3.1,0,8,5,2,0
26,1,173,121,103,4,5,8.0,3372,4.2,1,3,6,6,1
58,0,168,93,75,1,1,7.7,2397,2.3,1,4,4,9,0
18,1,180,127,105,4,6,7.0,3705,2.7,0,9,10,3,1
19,0,156,102,88,2,3,8.0,2799,3.5,0,3,7,3,1
46,1,161,95,88,2,3,6.6,2753,2.1,1,5,8,4,0
50,1,172,119,109,1,0,6.5,3138,4.0,0,8,4,10,0
27,1,169,78,65,4,6,7.0,2326,3.5,1,6,9,4,1
57,0,170,113,95,4,6,6.7,3510,2.6,0,3,6,1,1
38,0,187,103,91,2,3,7.1,2678,3.7,1,8,8,2,1
45,1,190,119,114,2,1,8.2,2911,2.3,0,5,9,6,1
28,0,164,97,90,4,5,7.5,3027,3.8,1,6,1,5,1
51,0,188,143,133,4,6,7.6,3789,1.7,0,3,5,10,1
25,0,173,121,116,1,0,6.6,3037,2.8,1,8,7,4,0
39,1,165,73,51,4,6,7.9,2393,2.3,1,4,10,10,1
25,0,194,117,103,3,3,6.8,3607,4.0,0,9,2,9,0
32,1,187,136,115,1,1,6.5,3617,3.8,0,5,7,2,0
34,1,194,140,135,3,3,7.7,3527,4.0,1,1,7,8,1
40,1,161,66,54,2,2,5.9,2067,3.5,1,9,3,4,0
41,0,160,84,68,3,3,6.0,2422,3.9,0,8,9,9,1
62,1,175,119,96,3,3,8.2,3348,2.8,0,5,7,4,1
36,0,180,122,104,2,3,6.7,2963,3.5,1,3,10,2,0
22,0,161,83,60,3,3,6.1,2668,1.6,1,9,5,6,0
49,1,189,134,113,4,6,8.4,3914,4.1,0,7,7,9,1
61,1,176,106,86,2,1,5.9,2746,3.6,0,8,7,7,0
18,1,171,119,96,2,3,8.0,3124,4.1,1,3,6,1,0
40,0,179,112,103,4,5,8.2,3678,3.8,1,6,4,9,1
54,0,180,103,80,1,1,7.6,2448,2.4,1,4,8,6,0
25,1,156,97,89,1,0,7.9,2350,2.3,1,3,2,9,0
30,1,194,98,89,1,1,8.2,2170,3.9,0,4,8,2,1
25,0,169,115,106,2,2,6.9,3142,2.1,1,2,5,7,0
40,0,157,91,86,3,1,8.0,2570,1.8,0,5,7,8,1
60,1,189,146,124,4,4,6.9,4181,1.5,1,8,3,8,0
18,0,194,110,91,3,2,7.2,3673,2.4,0,5,7,5,1
62,0,187,129,106,4,5,7.1,3912,1.8,1,2,9,7,1
41,0,189,138,120,1,0,8.1,3322,3.9,0,7,7,7,1
52,0,180,119,109,1,1,6.4,3038,3.0,1,8,1,3,0
41,0,191,105,83,1,1,8.5,2179,2.3,1,4,9,2,1
34,0,156,72,60,4,5,7.6,2558,3.3,0,3,7,5,1
22,1,185,119,110,2,1,5.8,3380,1.7,0,8,2,4,0
37,0,181,107,95,4,5,5.6,3079,3.7,0,10,5,8,1
38,1,156,92,82,2,2,7.0,2265,3.0,1,2,10,5,1
57,1,176,98,84,1,1,7.4,1939,1.5,0,7,2,9,1
48,0,175,122,115,2,1,6.2,2827,2.5,1,10,7,7,0
63,1,182,107,90,1,0,6.8,2392,3.8,0,8,9,1,1
53,1,158,64,53,3,1,7.6,1745,2.1,1,5,4,2,1
28,1,187,88,80,4,6,8.1,2857,4.4,0,7,3,8,1
32,0,160,92,75,2,2,6.5,2024,4.2,0,9,6,10,1
36,1,171,100,90,2,3,5.8,2424,3.8,0,8,8,8,1
24,0,190,123,103,2,3,7.7,3613,1.7,0,5,8,2,1
45,1,177,120,115,2,3,8.4,3294,2.6,1,4,8,7,1
60,1,170,90,73,3,2,6.5,2901,2.4,1,3,5,8,0
22,1,156,103,97,3,1,8.2,2996,1.9,1,6,6,4,0
22,1,181,135,111,2,1,7.9,3141,4.5,1,4,2,3,0
47,0,194,95,72,3,3,6.7,2710,1.9,0,4,6,10,1
49,1,191,147,137,1,0,7.4,3529,2.4,1,7,5,9,0
25,1,183,123,108,3,3,5.6,3253,4.1,1,10,3,2,0
27,0,159,85,64,4,5,7.1,3049,1.9,1,5,8,3,0
55,0,164,94,81,4,4,7.0,2712,2.9,0,1,4,8,1
64,0,162,103,94,1,0,7.2,2550,4.4,1,5,2,2,0
49,1,169,117,108,2,1,7.6,2947,2.2,1,6,3,5,0
45,0,164,93,73,1,0,7.8,2479,3.6,1,1,2,10,0
34,0,164,76,68,1,0,7.8,2147,1.7,1,3,2,8,0
48,0,179,115,91,3,2,7.0,3395,3.3,0,6,3,7,1
25,0,167,73,56,2,3,7.1,2063,2.5,0,7,7,4,1
57,0,182,118,97,3,2,6.7,3332,3.6,0,7,10,10,1
42,0,192,144,131,3,2,6.8,3947,2.8,0,7,1,9,0
26,1,180,101,84,2,1,6.5,2865,2.4,1,9,10,2,0
19,0,185,89,69,2,2,6.6,1935,3.1,1,2,6,7,1
32,1,185,125,101,3,3,7.7,3503,1.9,1,3,1,7,0
20,0,168,87,73,3,3,7.2,2134,3.9,0,7,3,7,1
53,0,155,70,56,4,6,8.3,2474,3.8,1,6,4,7,1
21,0,157,90,66,1,0,7.1,2088,3.1,0,1,8,5,1
31,1,166,114,94,1,1,7.0,2631,2.6,1,10,2,1,0
58,0,182,125,101,3,2,7.6,3612,4.2,1,7,7,4,0
58,0,191,122,117,3,1,7.5,4146,3.4,0,2,3,5,1
42,0,193,131,116,3,2,8.0,3733,2.4,1,4,1,10,0
27,0,156,66,49,4,5,7.4,2540,3.9,1,7,6,4,1
38,1,194,147,125,3,1,6.8,4251,3.4,1,4,2,7,0
53,1,167,99,90,4,4,7.0,2858,1.9,1,6,3,2,0
29,1,188,147,139,3,1,5.7,4131,1.8,0,9,6,2,0
44,1,162,109,99,2,2,7.3,3059,4.3,1,5,3,2,0
57,1,157,76,57,4,4,6.9,2568,2.4,0,3,5,10,1
19,0,170,121,115,3,3,8.2,3413,3.5,1,6,3,3,1
30,0,189,147,139,3,3,8.3,4023,1.6,0,4,7,5,1
49,0,163,96,78,1,0,5.6,2145,3.2,1,9,7,10,1
48,1,161,79,71,2,3,7.9,2381,2.2,1,2,1,9,0
33,0,191,138,116,1,1,5.5,3484,1.9,0,10,6,3,0
49,1,192,109,85,3,1,7.1,3342,3.8,0,5,3,6,0
49,0,155,86,66,3,3,6.3,2557,3.9,1,9,7,6,0
51,1,184,86,73,3,1,7.4,2426,3.6,0,10,1,6,0
28,0,167,99,87,4,5,7.5,2985,1.5,1,7,10,5,1
27,0,169,118,103,3,2,7.2,3133,2.4,1,5,3,2,0
32,0,173,87,69,4,4,5.6,3053,2.6,1,8,10,1,0
34,0,172,113,92,3,3,6.6,3515,3.6,0,2,2,5,0
57,1,175,92,75,2,3,7.9,2876,3.8,0,4,8,8,1
35,0,178,117,105,2,2,8.4,2797,3.4,1,6,8,10,1
26,0,173,111,93,4,5,7.0,3268,3.9,1,7,9,5,1
42,0,183,94,79,2,3,6.0,2612,2.8,1,8,9,3,0
57,1,183,118,105,2,2,7.5,3061,3.1,1,4,2,3,0
31,0,172,118,106,2,1,6.5,3107,1.7,0,9,7,2,0
42,0,160,81,63,1,1,7.7,1929,2.8,0,7,7,7,1
39,0,180,120,101,1,1,6.9,2764,2.8,1,2,4,2,0
47,0,185,126,121,2,1,6.2,3432,3.3,0,9,6,6,0
37,0,180,95,79,3,2,6.8,2874,2.6,0,7,1,8,0
38,1,178,129,120,3,2,7.3,3848,2.2,1,5,6,8,1
61,1,164,93,75,3,3,7.6,2512,2.2,1,3,1,2,0
49,1,180,101,81,2,1,6.0,2719,1.9,1,9,5,6,0
63,0,168,78,55,2,1,8.3,1978,3.6,0,7,4,3,1
38,1,191,121,101,3,1,7.9,3898,3.4,1,3,6,9,0
52,0,181,122,111,1,1,6.7,3105,3.2,0,5,5,3,0
49,0,166,98,91,1,1,6.5,2756,3.1,1,3,5,1,0
47,0,173,113,101,1,0,8.0,2936,2.6,1,3,3,9,0
56,0,188,137,119,1,0,7.8,2950,3.8,1,7,10,8,1
29,1,168,92,68,4,6,5.3,2950,4.3,0,9,2,2,0
58,1,176,104,97,4,6,7.5,3306,2.8,0,5,7,10,1
64,1,182,138,123,3,2,8.2,3719,2.7,0,4,10,10,1
35,0,185,142,124,4,6,6.8,4604,2.0,1,4,8,3,1
38,1,161,84,78,4,4,8.1,2959,3.5,1,3,5,7,1
30,1,177,115,107,1,0,6.9,2882,3.2,1,8,9,6,0
38,0,191,108,99,4,6,6.0,3523,4.5,1,10,1,8,0
25,1,193,103,80,2,3,6.7,2526,3.3,1,1,3,10,1
63,0,181,125,111,2,2,8.5,3073,2.4,1,3,8,5,0
57,1,194,122,116,2,2,7.7,3495,3.2,1,2,5,5,1
63,1,177,88,81,1,0,8.4,1994,4.5,0,7,2,2,1
24,1,172,113,94,2,1,8.3,3248,3.7,0,6,10,6,1
40,0,177,127,104,2,1,6.7,3649,1.9,0,1,9,5,1
61,1,159,104,98,2,1,8.1,2755,2.5,1,3,1,9,0
49,1,171,102,95,2,2,6.8,2683,2.4,0,4,3,3,1
28,1,173,99,83,3,2,6.3,2953,4.1,0,10,4,5,0
39,1,188,97,79,1,1,7.7,2442,3.3,1,7,7,3,1
39,0,185,132,111,1,1,8.4,3199,3.9,1,3,4,9,0
60,0,179,131,111,4,5,7.6,4032,2.0,0,4,2,9,1
42,1,168,114,93,1,1,8.4,2523,4.2,0,7,2,10,1
39,1,162,99,86,3,3,6.6,3068,1.7,0,4,10,7,1
45,1,168,71,64,1,1,5.8,1855,2.6,0,9,1,1,0
46,0,182,105,87,3,2,8.4,3017,1.5,0,6,7,9,1
30,1,165,87,80,2,1,6.8,2409,2.1,1,2,9,9,0
35,1,172,119,109,3,2,7.5,3048,4.4,0,1,10,10,1
19,0,170,75,52,1,1,6.9,1700,1.7,0,8,2,5,0
46,0,185,117,100,3,1,7.2,3350,1.9,0,3,7,2,0
38,0,190,98,89,3,2,7.1,2918,4.3,1,7,8,1,0
32,1,182,121,116,2,1,7.0,2818,3.6,0,4,3,2,0
44,0,168,109,93,3,2,6.6,2996,2.7,1,3,4,4,0
48,0,172,106,87,3,3,6.1,2850,1.7,1,9,9,4,0
32,1,160,99,76,4,5,7.5,3012,3.9,0,6,4,1,1
40,0,161,92,86,4,4,6.9,3128,3.0,0,6,6,8,1
41,1,161,73,66,3,2,6.6,2472,2.5,1,6,8,10,0
61,1,160,80,69,3,3,8.1,2262,2.6,1,3,10,8,1
30,0,162,108,93,1,0,7.7,2499,3.0,1,6,2,8,0
39,1,163,79,65,2,2,7.2,2486,3.2,1,4,1,5,0
60,0,159,66,54,3,2,6.6,2485,4.0,0,2,7,10,1
54,0,180,102,96,2,2,7.6,2501,3.8,1,3,1,2,0
50,0,194,118,100,4,6,7.9,3304,3.8,0,4,4,4,1
20,1,190,119,102,2,1,7.6,2745,3.7,1,1,5,1,1
36,0,156,84,73,1,1,7.8,2276,3.8,1,7,2,10,1
40,1,171,123,110,3,1,7.7,3422,3.5,1,5,10,1,0
46,1,189,135,124,4,4,6.2,4103,4.1,0,9,4,10,1
47,1,160,65,60,3,2,6.9,2173,3.2,0,6,10,3,1
56,0,188,132,127,1,0,7.0,3009,3.1,1,8,7,4,0
61,1,178,124,114,4,5,6.0,3608,3.6,0,9,4,3,1
64,1,192,148,143,4,6,8.4,4614,2.0,0,6,1,3,1
42,0,190,116,96,4,6,7.0,3995,3.8,0,7,10,8,1
54,0,182,100,93,1,1,7.9,2420,4.3,1,6,4,4,0
64,1,181,129,112,4,6,6.8,3911,2.4,0,6,6,3,0
25,1,163,102,94,1,1,8.0,2561,3.3,1,2,5,9,1
59,0,159,86,65,2,1,8.0,2277,1.6,0,5,4,1,0
33,1,171,79,65,3,1,7.0,2652,3.8,1,6,2,8,0
25,1,162,95,87,3,1,6.5,2685,3.2,0,10,10,5,1
18,1,159,66,42,4,6,6.9,2407,3.5,1,5,6,8,1
61,1,167,74,58,3,2,7.3,2493,1.9,0,4,6,10,1
22,0,189,109,92,4,6,8.4,3368,3.9,0,6,6,3,1
20,1,155,75,67,1,1,7.3,1509,2.3,0,6,4,6,1
18,0,166,91,71,2,1,6.9,2541,3.6,0,8,8,7,0
21,1,171,90,67,2,3,7.0,2510,3.3,1,8,1,8,0
57,0,175,78,67,1,0,6.1,2000,3.5,1,10,10,7,1
52,1,162,72,67,4,5,7.9,2318,1.7,0,1,8,7,1
49,0,193,101,81,3,1,7.9,2822,3.7,0,2,8,2,1
59,1,178,102,96,3,3,7.4,2892,3.9,1,1,5,3,0
51,0,175,88,83,4,6,6.6,2868,2.9,1,10,9,6,0
60,1,155,72,54,4,6,7.4,2599,2.7,0,7,9,3,1
42,1,174,100,76,4,6,6.7,3110,2.5,0,8,10,9,1
27,0,188,103,94,2,3,8.4,2704,4.3,1,3,4,9,1
38,0,163,78,59,2,1,7.1,2385,3.8,0,3,2,6,0
63,0,169,111,97,3,3,7.7,3263,3.6,0,7,1,1,1
56,0,155,83,77,4,6,6.1,2635,4.3,0,8,8,1,1
44,0,194,149,134,1,0,7.7,3777,2.5,1,6,8,4,0
44,1,157,83,63,4,4,7.2,3221,3.4,0,8,7,10,1
19,0,190,147,124,1,1,7.1,3997,3.6,1,2,3,8,0
58,0,167,82,74,4,4,6.8,2796,4.5,1,7,3,3,0
30,1,178,113,99,4,4,8.4,3197,2.8,0,5,10,4,0
26,0,182,111,95,2,2,7.4,2878,2.7,1,6,8,6,1
53,0,160,104,98,1,1,7.4,2868,1.8,1,7,8,9,1
39,0,172,95,89,4,4,5.4,2824,1.8,1,9,2,4,0
59,1,168,111,98,4,5,7.5,3684,3.0,0,7,1,3,1
43,0,157,85,69,1,1,7.6,1961,2.0,0,1,1,10,1
29,1,188,131,125,3,2,7.7,3861,1.7,1,5,1,10,0
34,1,156,98,76,3,2,7.6,2618,4.4,1,4,3,9,1
31,0,181,137,117,1,1,7.4,3076,4.4,0,8,1,7,0
31,1,167,105,82,4,6,6.7,3194,2.5,0,7,8,9,1
51,0,162,80,61,4,6,7.8,2389,3.9,0,4,8,10,1
37,0,181,99,79,2,3,7.6,2151,4.1,0,3,9,6,1
28,0,177,95,85,4,6,7.2,3168,2.9,0,6,4,4,1
33,0,167,74,55,3,1,7.1,2213,2.2,0,8,8,5,0
48,0,175,79,63,3,1,7.4,2288,1.9,0,3,7,10,1
23,1,164,94,78,4,4,7.6,2795,1.9,0,5,4,2,0
36,1,189,139,125,3,3,6.5,4298,3.9,1,10,1,3,0
54,1,167,71,52,4,5,7.7,2394,2.7,1,1,3,5,1
21,1,164,94,86,2,2,6.0,2568,3.6,0,10,8,3,0
64,0,185,107,93,4,6,6.6,3642,3.1,1,10,8,3,0
21,0,155,97,74,3,1,6.5,2691,2.7,0,8,2,9,0
37,1,165,75,57,3,2,7.2,2525,1.9,0,7,7,4,0
27,0,170,99,85,1,0,5.4,2391,2.5,1,8,1,4,0
41,1,190,150,129,2,2,6.6,3939,4.0,1,2,4,1,0
52,1,193,114,99,1,1,7.6,2306,3.9,1,7,7,7,1
43,1,183,126,104,4,4,8.1,3676,1.6,1,4,4,10,1
54,1,174,122,116,4,5,8.1,3496,1.9,0,2,4,9,1
55,0,180,91,76,1,0,7.1,1750,3.8,1,9,7,8,1
38,0,171,123,111,1,1,7.8,2772,2.5,0,5,1,2,0
57,1,166,108,85,1,0,6.7,2477,3.4,0,7,5,6,0
56,1,193,101,81,1,1,6.6,2333,3.2,0,4,6,10,1
38,1,159,77,69,1,0,6.0,1554,3.5,1,10,7,10,1
27,1,168,101,83,3,3,8.2,2979,1.7,1,4,7,5,1
55,1,190,146,125,2,1,6.7,3751,4.3,1,3,7,8,1
63,0,183,95,80,1,1,8.3,2239,1.6,1,1,2,1,0
21,1,156,91,84,2,3,7.5,2446,1.5,1,2,6,9,0
62,1,155,71,63,2,1,5.7,1885,2.2,1,9,9,9,0
37,0,175,119,102,4,6,7.8,3666,4.5,1,1,7,7,1
34,0,174,111,90,3,3,7.0,3096,1.7,0,5,7,8,1
24,0,172,101,77,2,2,7.0,2551,4.1,0,2,2,9,1
21,0,167,100,76,2,2,6.9,2680,2.0,0,4,7,5,0
46,0,194,150,136,2,1,6.8,4084,1.8,1,7,9,2,0
31,0,165,86,70,2,3,7.5,2742,3.8,0,5,3,1,0
20,0,174,116,104,3,3,7.1,3269,4.0,0,1,2,5,1
41,0,171,81,74,3,3,7.4,2450,3.9,0,3,6,8,1
54,0,161,96,82,4,5,5.6,3069,2.2,0,10,2,10,0
33,1,163,100,89,1,1,5.7,2680,4.1,1,9,1,4,0
21,0,191,119,105,4,6,7.1,3803,1.7,0,1,10,4,1
41,1,189,137,126,2,1,6.6,3584,2.5,1,10,4,4,0
51,1,162,91,69,4,4,7.2,2800,2.9,1,4,9,8,1
47,1,190,147,123,2,3,7.0,3969,1.7,0,5,10,7,1
35,1,163,71,53,4,4,6.3,2504,3.2,0,10,3,1,0
36,1,180,88,72,4,6,7.2,2568,3.2,1,3,3,10,1
48,1,158,98,86,4,4,6.9,3019,4.5,0,3,6,6,1
36,1,190,142,131,3,1,7.9,3730,3.4,0,1,6,4,1
63,1,157,81,72,4,6,7.7,2459,2.7,1,6,8,2,1
36,0,177,129,124,3,1,8.2,3651,3.9,1,4,10,3,1
39,1,186,126,107,3,2,6.8,3596,2.5,1,8,6,4,0
41,1,159,106,93,4,4,7.7,3275,3.1,0,6,8,10,1
62,1,171,99,83,2,1,8.1,2658,1.7,0,3,8,7,1
29,1,156,69,47,3,1,7.8,1914,2.5,1,7,7,1,1
47,0,182,108,93,4,4,8.5,3485,3.1,0,3,5,1,0
55,1,167,116,102,4,4,6.1,3450,3.6,1,9,4,3,0
48,0,177,98,84,2,2,5.5,2994,1.8,1,8,1,2,0
53,0,192,152,130,3,1,7.6,4022,3.9,1,3,6,3,0
36,1,167,107,102,2,3,6.9,2768,4.2,0,2,8,3,1
62,1,156,80,56,1,0,7.1,1752,2.3,0,3,4,1,1
53,0,182,113,98,3,2,7.6,3312,3.8,0,4,7,6,1
47,1,186,122,116,1,1,7.7,2826,2.0,1,3,3,8,0
50,1,193,135,120,4,6,6.1,4041,3.1,1,9,5,5,0
35,0,161,68,62,3,2,5.9,2365,3.9,1,10,7,1,0
45,0,170,119,106,3,1,6.8,3183,2.7,1,2,9,10,1
64,1,188,125,120,2,2,6.8,3392,1.6,0,8,9,7,0
28,1,187,143,133,1,1,8.3,3126,3.1,0,7,7,10,1
62,1,179,115,109,2,3,8.3,3370,4.0,1,1,4,9,1
50,0,165,88,69,4,5,7.9,2516,1.8,0,6,6,7,1
34,1,166,95,90,2,2,7.1,2430,1.6,1,6,4,9,0
23,0,159,100,78,2,3,5.6,2644,3.9,0,9,3,10,1
21,0,191,112,104,2,1,7.1,3439,2.3,0,10,9,9,1
37,1,161,108,91,3,1,7.1,3214,2.6,0,8,5,2,0
64,0,177,104,96,4,5,7.0,3324,1.8,1,7,8,8,1
44,1,178,131,112,4,6,6.8,4090,1.8,0,7,3,7,1
32,1,169,115,109,2,2,7.7,3295,3.3,0,5,9,7,1
23,0,169,108,95,3,1,7.4,3195,3.2,0,2,1,2,0
64,1,181,108,92,3,1,6.2,2976,2.4,1,10,2,1,0
31,0,170,101,83,2,3,7.7,2812,2.9,0,5,4,4,0
28,0,165,107,83,4,4,6.8,2915,2.7,1,1,2,7,0
56,1,170,100,92,3,2,6.6,2839,3.6,1,10,9,6,1
26,1,187,131,112,1,1,8.2,3085,4.1,1,6,7,10,1
43,1,193,144,136,1,0,6.7,3733,3.8,1,2,2,2,0
33,1,180,109,100,4,6,6.7,3403,1.5,1,1,4,7,0
22,0,186,118,104,4,6,7.3,3116,1.8,1,1,6,10,1
